	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
SD_QD_2020_06_15_bin_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.445424631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_23	0	0	0	0.766620714	0	0	0	0	0.863069327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125803223	0	0.977217126	0	0
SD_QD_2020_06_15_bin_6	0	0	0	0.811535483	1.111698682	1.256367482	0	0	0	0	0	0	0	0.998043322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_40	0	0	0	0.778749662	0.972885936	0	0	1.139051153	0	0	0	0	0.865356982	0	0	0	0	0	1.122769785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86524456	0	0	0	0
SD_QD_2020_06_15_bin_4	0	0	0	0	0	0.967729641	0	0	0	0	0	1.200878499	0	0	0	1.207411339	0	0	0	1.145346349	0	1.414983263	0	0	0	0	0	0	0	0	1.456512497	0	1.331729034	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_12_15_bin_6	1.46867175	0	1.010994641	1.212906581	1.54953654	1.291700225	0	0.915113188	1.367280285	0	0.87380255	0	0	1.037811034	0	0	0	0	0	0	0	0	0	1.246901575	0	0	1.445405042	0	0	0	0	0	0	0	0	0	0	0	0	1.091725855	0	0	0	0	0
LN_DD_2021_06_15_bin_10	0	1.019214711	0	1.125203002	1.417171909	2.398785929	1.115571085	1.351238811	0.858937635	0	0	1.504793034	0.918313027	1.301343103	0	1.49591529	0	0	0	0.81259874	0	1.135072584	0	0.876751397	0	0	0.972209525	0	0	0	1.701102825	0	2.300881114	0	0	0	0	0	0	1.044574233	0	0	0	0	0
HN_SY_2021_04_15_bin_4	0	0	0	0.679115763	0	0	0	0	0	0.954055723	0	1.295264347	0	1.422166448	1.048404192	1.768857993	0	0	0.98593834	1.513857029	1.450821354	1.269379292	0	0	0	0.948290569	0	1.636647639	2.25162672	0.909241316	0	2.20283394	2.229978445	3.414194743	1.764667686	0	1.625561751	1.386961674	0.977343768	0	0	0	0	0	0
SD_QD_2020_08_15_bin_3	4.087703085	1.037795471	0	0	1.749588898	2.747263571	0	0	0	6.927639472	2.544715222	0	0	0	0	0	0	0.884929102	2.100857832	0	0	0	0	1.785412123	0	0	1.768932882	2.146449894	0	0	0	0	0	0	0	0	6.753760509	0	0	0	0	0	0	0	0.887779587
SD_QD_2023_07_40_ultra_bin_16	0	1.016916057	1.026902826	0.838967842	1.180879655	2.14091077	1.362593415	1.105095541	0	0	0	1.566894561	1.206349933	1.97805943	1.68545229	1.944991325	1.513870843	0	1.227248406	1.505596464	1.209508347	1.984142108	1.016410306	0	0	1.647167023	1.193633317	0	1.506503394	0	3.076009907	1.305105784	2.374793711	0	1.332526974	0	0	0	0	0.935221238	0	0	0	0	0.807646605
SD_QD_2020_06_15_bin_41	0	1.4833717	0	0	0	1.933097262	0.966784593	0	0	0.884132304	0	1.338034504	0	1.556643549	2.222792434	2.333487486	2.035498085	1.186849251	1.071724378	1.556156504	1.028757667	2.152567778	0.88652159	0	1.362207998	1.659425917	1.261374168	0.960740206	1.692716653	0	2.827424973	1.103840745	1.743409759	1.12118285	1.602052643	0	0	1.471454582	0	0	0	0	0	0.968839677	0
SD_QD_2023_07_100_ultra_bin_3	0	1.094509149	1.994864597	1.921368039	3.253772006	1.790510246	1.618121942	1.717457361	1.795016036	1.075984373	0	2.359852484	1.383790123	2.168187892	1.198510295	1.664433604	2.377810158	0	0	0.984892095	1.004416706	1.542863976	0	1.540157582	0	0	1.253525149	0	0	0	2.337610923	0	1.223422829	0.987516397	1.031651163	0	0	0	1.152843631	1.165529998	1.547537143	0	0.952077896	0	0
SD_QD_2020_06_15_bin_7	0	0	1.526418617	2.142321971	2.462036883	2.159445691	1.989811958	2.906442334	2.843103402	1.191868835	0	1.69684253	1.808097381	1.482126188	0.979718068	1.775641812	0	0.986699923	0	0.976492409	0	0.944273403	0	2.563249372	0	0	1.225271531	0	0	0	2.666409832	0	1.72296457	0	0	0	0	0	1.390773912	1.809395701	1.659671721	1.252004892	1.273831289	0	1.217043756
SD_QD_2023_07_80_ultra_bin_21	0	0	0	0.883002019	0	1.393907851	1.404181174	0	0	0	0	1.77118335	1.472580319	1.524582071	3.421251933	2.597811087	1.544662217	1.807690542	1.322770338	2.770877669	2.188167824	2.752123384	2.820786463	0	1.932015179	3.193124039	1.929706234	1.314876041	2.574127068	1.69009605	2.658166924	3.345511626	3.08382973	2.297043456	3.575928785	0.817202499	0.973998218	1.907944226	0	0	0	0	0	0.928295218	1.523593439
SD_QD_2020_06_15_bin_12	0	1.305614411	2.86487682	2.216797127	2.890655537	2.370655849	2.510027377	3.350196212	2.685229725	1.015785239	1.376636226	1.936626621	1.985974161	2.078499511	1.231679503	2.777176782	1.645695718	0.990055426	1.05375324	1.555941865	1.212920384	2.021635111	1.069548785	2.596772287	0	1.204424034	1.53448501	0.822668001	2.052372147	0	3.612550684	1.376406965	2.267048535	0	1.150168773	0.728014791	0	0	1.250766854	0	0.95639958	0	1.244547755	0	0.826044914
SD_QD_2023_07_20_normal_bin_3	0.987709321	2.056538226	1.282133976	1.394543502	1.858403612	3.790777663	2.841537846	1.54718472	1.3487919	1.256560465	1.106522742	2.306663387	1.291681117	2.542605849	2.067261343	2.577147226	1.62426347	1.472959543	1.387688768	1.633661602	1.458599595	2.168275608	1.429898796	1.46661834	1.194960064	1.729680666	1.797427048	1.002900357	2.123802093	0	2.770207137	1.127671706	1.550505234	1.33625607	1.388119661	0.814689415	0	1.295872631	0	0	0	0	1.176817626	1.508602529	1.065951763
JS_LYG_2021_05_15_bin_5	0	1.325675003	1.347218221	1.154018786	1.12960482	2.243593102	2.518980877	1.146295839	1.057961863	1.084803752	1.297701854	2.398535631	1.497927211	2.097542161	2.305267708	3.048437375	3.092582686	1.80145485	1.464114422	2.419157074	2.253258696	3.245718794	2.111863205	1.056390141	2.741333676	2.296027001	1.84858344	1.089438075	2.617606525	1.077609735	2.680861886	1.912218489	2.218528174	1.481331443	2.055308612	0	0	1.203206263	0	0.957938425	0	0	0	1.079653	0.834313582
SD_QD_2023_07_80_ultra_bin_19	0	0	0	0	0	2.561179396	0	0	0	0	0	2.080326658	1.352370521	1.192143695	5.330340309	2.651650678	2.122983386	2.299822712	1.673300135	4.108200186	1.944112885	4.754174077	2.220131744	0	2.343593899	4.620840915	1.673170309	0.789431674	2.965936979	1.551408013	1.257424556	3.333524087	2.969098102	2.06766513	4.355569952	1.013637721	0	1.506131333	0	0	0	0.984735698	0	2.263607145	1.456310982
SD_QD_2020_06_15_bin_26	0	3.551852484	0	1.494872196	1.218744695	6.051077717	5.40443541	1.165104501	0.97437141	3.435576201	0.964698551	4.369758685	1.155164323	5.237281647	3.279594312	6.825730803	2.422535335	3.094031794	0	1.018970974	1.465259744	2.202180891	1.511780305	0.938206165	0	1.051521617	3.864565581	0	1.209139618	0	10.85348548	1.427453245	3.20906594	0.874149688	1.549507988	0	0	0	0	1.620659426	0.865879713	0.886521397	0	0	0.933856981
SD_QD_2023_07_80_ultra_bin_3	0	1.476135601	0	0.755419086	0	2.383250223	2.496720211	0	0	1.419211735	0	3.936648884	1.294498336	2.355435545	3.250987169	4.577863856	1.397997523	2.005283062	2.499090523	5.51291017	5.295489812	4.610614624	2.948039598	0	2.559160355	4.99771428	2.47166727	1.759549325	4.155622809	1.521924339	4.161368305	5.205312088	5.411781467	2.495875278	3.946904863	0.892829281	1.396550486	1.629807456	0.944525839	0	0	1.445496793	0	0	1.104180492
